No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
254,FORZ,PT Forza Land Indonesia Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
255,FPNI,PT Lotte Chemical Titan Tbk.,General,Basic Industry And Chemicals,Plastics & Packaging
256,FREN,PT Smartfren Telecom Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Telecommunication
"",,,Infrastructure,,
257,FUJI,PT Fuji Finance Indonesia Tbk.,Financing,Finance,Financial Institution
258,GAMA,PT Gading Development Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
259,GDST,PT Gunawan Dianjaya Steel Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
260,GDYR,PT Goodyear Indonesia Tbk.,General,Miscellaneous Industry,Automotive And Components
261,GEMA,PT Gema Grahasarana Tbk.,General,"Trade, Services & Investment",Others
262,GEMS,PT Golden Energy Mines Tbk.,General,Mining,Coal Mining
263,GGRM,PT Gudang Garam Tbk.,General,Consumer Goods Industry,Tobacco Manufacturers
264,GGRP,PT Gunung Raja Paksi Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
265,GHON,PT Gihon Telekomunikasi Indonesia,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Non Building Construction
"",,Tbk.,Infrastructure,,
266,GIAA,PT Garuda Indonesia (Persero) Tbk.,General,"Infrastructure, Utilities  And Transportation",Transportation
267,GJTL,PT Gajah Tunggal Tbk.,General,Miscellaneous Industry,Automotive And Components
268,GLOB,PT Global Teleshop Tbk.,General,"Trade, Services & Investment",Retail Trade
269,GLVA,PT Galva Technologies Tbk.,General,"Trade, Services & Investment",Computer And Services
270,GMFI,PT Garuda Maintenace Facility Aero,General,Miscellaneous Industry,Machinery And Heavy Equipment
"",,Asia Tbk.,,,
271,GMTD,PT Gowa Makassar Tourism,Property,"Property, Real Estate And Building Construction",Property And Real Estate
"",,Development Tbk.,,,
272,GOLD,PT Visi Telekomunikasi Infrastruktur,Property,"Infrastructure, Utilities  And Transportation",Non Building Construction
"",,Tbk.,,,
273,GOLL,PT Golden Plantation Tbk.,General,Agriculture,Plantation
274,GOOD,PT Goodfood Putra Putri Jaya Tbk.,General,Consumer Goods Industry,Food And Beverages
275,GPRA,PT Perdana Gapuraprima Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
276,GREN,PT Evergreen Invesco Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
277,GSMF,PT Equity Development Investment,General,Finance,Others
"",,Tbk.,,,
278,GTBO,PT Garda Tujuh Buana Tbk.,General,Mining,Coal Mining
279,GWSA,PT Greenwood Sejahtera Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
280,GZCO,PT Gozco Plantations Tbk.,General,Agriculture,Plantation
281,HADE,PT Himalaya Energi Perkasa Tbk.,Securities,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
282,HDFA,PT Radana Bhaskara Finance Tbk.,Financing,Finance,Financial Institution
283,HDIT,PT Hensel Davest Indonesia Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
284,HDTX,PT Panasia Indo Resources Tbk.,General,Miscellaneous Industry,"Textile, Garment"
285,HEAL,PT Medikaloka Hermina Tbk.,General,"Trade, Services & Investment",Healthcare
286,HELI,PT Jaya Trishindo Tbk.,General,"Infrastructure, Utilities  And Transportation",Transportation
287,HERO,PT Hero Supermarket Tbk.,General,"Trade, Services & Investment",Retail Trade
288,HEXA,PT Hexindo Adiperkasa Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
289,HITS,PT Humpuss Intermoda Transportasi,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,Tbk.,Infrastructure,,
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
290,HKMU,PT HK Metals Utama Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
291,HMSP,PT H.M. Sampoerna Tbk.,General,Consumer Goods Industry,Tobacco Manufacturers
292,HOKI,PT Buyung Poetra Sembada Tbk.,General,Consumer Goods Industry,Food And Beverages
293,HOME,PT Hotel Mandarine Regency Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
294,HOTL,PT Saraswati Griya Lestari Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
295,HRME,PT Menteng Heritage Realty Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
296,HRTA,PT Hartadinata Abadi Tbk.,General,Consumer Goods Industry,Others
297,HRUM,PT Harum Energy Tbk.,General,Mining,Coal Mining
298,IATA,PT Indonesia Transport &,General,"Infrastructure, Utilities  And Transportation",Transportation
"",,Infrastructure Tbk.,,,
299,IBFN,PT Intan Baruprana Finance Tbk.,Financing,Finance,Financial Institution
300,IBST,PT Inti Bangun Sejahtera Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Non Building Construction
"",,,Infrastructure,,
301,ICBP,PT Indofood CBP Sukses Makmur Tbk.,General,Consumer Goods Industry,Food And Beverages
302,ICON,PT Island Concepts Indonesia Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
303,IDPR,PT Indonesia Pondasi Raya Tbk.,Property,"Property, Real Estate And Building Construction",Building Construction
304,IFII,PT Indonesia Fibreboard Industry Tbk.,General,Basic Industry And Chemicals,Wood Industries
305,IFSH,PT Ifishdeco Tbk.,General,Mining,Metal And Mineral Mining
306,IGAR,PT Champion Pacific Indonesia Tbk.,General,Basic Industry And Chemicals,Plastics & Packaging
307,IIFF,PT Indonesia Infrastructure Finance,Financing,Finance,Financial Institution
308,IIKP,PT Inti Agri Resources Tbk.,General,Consumer Goods Industry,Food And Beverages
309,IKAI,PT Intikeramik Alamasri Industri Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
310,IKAN,PT Era Mandiri Cemerlang Tbk.,General,Consumer Goods Industry,Food And Beverages
311,IKBI,PT Sumi Indo Kabel Tbk.,General,Miscellaneous Industry,Cable
312,IMAS,PT Indomobil Sukses Internasional,General,Miscellaneous Industry,Automotive And Components
"",,Tbk.,,,
313,IMFI,PT Indomobil Finance Indonesia,Financing,Finance,Financial Institution
314,IMJS,PT Indomobil Multi Jasa Tbk.,General,Finance,Financial Institution
315,IMPC,PT Impack Pratama Industri Tbk.,General,Basic Industry And Chemicals,Plastics & Packaging
316,INAF,PT Indofarma (Persero) Tbk.,General,Consumer Goods Industry,Pharmaceuticals
317,INAI,PT Indal Aluminium Industry Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
318,INCF,PT Indo Komoditi Korpora Tbk.,General,Basic Industry And Chemicals,Others
319,INCI,PT Intanwijaya International Tbk.,General,Basic Industry And Chemicals,Chemicals
320,INCO,PT Vale Indonesia Tbk.,General,Mining,Metal And Mineral Mining
321,INDF,PT Indofood Sukses Makmur Tbk.,General,Consumer Goods Industry,Food And Beverages
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
322,INDO,PT Royalindo Investa Wijaya Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
323,INDR,PT Indo-Rama Synthetics Tbk.,General,Miscellaneous Industry,"Textile, Garment"
324,INDS,PT Indospring Tbk.,General,Miscellaneous Industry,Automotive And Components
325,INDX,PT Tanah Laut Tbk.,General,"Trade, Services & Investment",Others
326,INDY,PT Indika Energy Tbk.,General,Mining,Coal Mining
327,INKP,PT Indah Kiat Pulp & Paper Tbk.,General,Basic Industry And Chemicals,Pulp & Paper
328,INOV,PT Inocycle Technology Group Tbk.,General,Basic Industry And Chemicals,Others
329,INPC,PT Bank Artha Graha Internasional,Financial and Sharia,Finance,Bank
"",,Tbk.,,,
330,INPP,PT Indonesian Paradise Property Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
331,INPS,PT Indah Prakasa Sentosa Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
332,INRU,PT Toba Pulp Lestari Tbk.,General,Basic Industry And Chemicals,Pulp & Paper
333,INTA,PT Intraco Penta Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
334,INTD,PT Inter Delta Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
335,INTP,PT Indocement Tunggal Prakarsa Tbk.,General,Basic Industry And Chemicals,Cement
336,IPCC,PT Indonesia Kendaraan Terminal,Infrastruktur /,"Infrastructure, Utilities  And Transportation","Toll Road, Airport, Harbor And Allied Products"
"",,Tbk.,Infrastructure,,
337,IPCM,PT Jasa Armada Indonesia Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,,Infrastructure,,
338,IPOL,PT Indopoly Swakarsa Industry Tbk.,General,Basic Industry And Chemicals,Plastics & Packaging
339,IPTV,PT MNC Vision Networks Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
340,IRRA,PT Itama Ranoraya Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
341,ISAT,PT Indosat Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Telecommunication
"",,,Infrastructure,,
342,ISSP,PT Steel Pipe Industry of Indonesia,General,Basic Industry And Chemicals,Metal And Allied Products
"",,Tbk.,,,
343,ITIC,PT Indonesian Tobacco Tbk.,General,Consumer Goods Industry,Tobacco Manufacturers
344,ITMA,PT Sumber Energi Andalan Tbk.,General,"Trade, Services & Investment",Others
345,ITMG,PT Indo Tambangraya Megah Tbk.,General,Mining,Coal Mining
346,JAST,PT Jasnita Telekomindo Tbk.,General,"Infrastructure, Utilities  And Transportation",Telecommunication
347,JAWA,PT Jaya Agra Wattie Tbk.,General,Agriculture,Plantation
348,JAYA,PT Armada Berjaya Trans Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,,Infrastructure,,
349,JECC,PT Jembo Cable Company Tbk.,General,Miscellaneous Industry,Cable
350,JGLE,PT Graha Andrasenta Propertindo,Property,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
"",,Tbk.,,,
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
351,JIHD,PT Jakarta International Hotels &,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
"",,Development Tbk.,,,
352,JKON,PT Jaya Konstruksi Manggala Pratama,Property,"Property, Real Estate And Building Construction",Building Construction
"",,Tbk.,,,
353,JKSW,PT Jakarta Kyoei Steel Works Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
354,JLBS,PT Jakarta Lingkar Barat Satu,Infrastruktur /,"Infrastructure, Utilities  And Transportation","Toll Road, Airport, Harbor And Allied Products"
"",,,Infrastructure,,
355,JMAS,PT Asuransi Jiwa Syariah Jasa Mitra,Financial and Sharia,Finance,Insurance
"",,Abadi Tbk.,,,
356,JPFA,PT Japfa Comfeed Indonesia Tbk.,General,Basic Industry And Chemicals,Animal Feed
357,JRPT,PT Jaya Real Property Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
358,JSKY,PT Sky Energy Indonesia Tbk.,General,Miscellaneous Industry,Electronics
359,JSMR,PT Jasa Marga (Persero) Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation","Toll Road, Airport, Harbor And Allied Products"
"",,,Infrastructure,,
360,JSPT,PT Jakarta Setiabudi Internasional,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
"",,Tbk.,,,
361,JTPE,PT Jasuindo Tiga Perkasa Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
362,KAEF,PT Kimia Farma (Persero) Tbk.,General,Consumer Goods Industry,Pharmaceuticals
363,KAII,PT Kereta Api Indonesia (Persero),Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,,Infrastructure,,
364,KARW,PT ICTSI Jasa Prima Tbk.,General,"Infrastructure, Utilities  And Transportation","Toll Road, Airport, Harbor And Allied Products"
365,KAYU,PT Darmi Bersaudara Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
366,KBLI,PT KMI Wire & Cable Tbk.,General,Miscellaneous Industry,Cable
367,KBLM,PT Kabelindo Murni Tbk.,General,Miscellaneous Industry,Cable
368,KBLV,PT First Media Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
369,KBRI,PT Kertas Basuki Rachmat Indonesia,General,Basic Industry And Chemicals,Pulp & Paper
"",,Tbk.,,,
370,KDSI,PT Kedawung Setia Industrial Tbk.,General,Basic Industry And Chemicals,Pulp & Paper
371,KEEN,PT Kencana Energi Lestari Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Energy
"",,,Infrastructure,,
372,KEHA,PT Bank KEB Hana Indonesia,Financial and Sharia,Finance,Bank
373,KEJU,PT Mulia Boga Raya Tbk.,General,Consumer Goods Industry,Food And Beverages
374,KIAS,PT Keramika Indonesia Assosiasi Tbk.,General,Basic Industry And Chemicals,"Ceramics, Glass, Porcelain"
375,KICI,PT Kedaung Indah Can Tbk.,General,Consumer Goods Industry,Houseware
376,KIJA,PT Kawasan Industri Jababeka Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
377,KINO,PT Kino Indonesia Tbk.,General,Consumer Goods Industry,Cosmetics And Household
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
378,KIOS,PT Kioson Komersial Indonesia Tbk.,General,"Trade, Services & Investment",Retail Trade
379,KJEN,PT Krida Jaringan Nusantara Tbk.,General,"Infrastructure, Utilities  And Transportation",Transportation
380,KKGI,PT Resource Alam Indonesia Tbk.,General,Mining,Coal Mining
381,KLBF,PT Kalbe Farma Tbk.,General,Consumer Goods Industry,Pharmaceuticals
382,KMTR,PT Kirana Megatara Tbk.,General,Basic Industry And Chemicals,Others
383,KOBX,PT Kobexindo Tractors Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
384,KOIN,PT Kokoh Inti Arebama Tbk.,General,"Trade, Services & Investment",Retail Trade
385,KONI,PT Perdana Bangun Pusaka Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
386,KOPI,PT Mitra Energi Persada Tbk.,General,"Infrastructure, Utilities  And Transportation",Energy
387,KOTA,PT DMS Propertindo Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
388,KPAL,PT Steadfast Marine Tbk.,General,Miscellaneous Industry,Machinery And Heavy Equipment
389,KPAS,PT Cottonindo Ariesta Tbk.,General,Consumer Goods Industry,Cosmetics And Household
390,KPIG,PT MNC Land Tbk.,Property,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
391,KRAH,PT Grand Kartech Tbk.,General,Miscellaneous Industry,Machinery And Heavy Equipment
392,KRAS,PT Krakatau Steel (Persero) Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
393,KREN,PT Kresna Graha Investama Tbk.,Financial and Sharia,"Trade, Services & Investment",Investment Company
394,LAND,PT Trimitra Propertindo Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
395,LAPD,PT Leyand International Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Energy
"",,,Infrastructure,,
396,LCGP,PT Eureka Prima Jakarta Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
397,LCKM,PT LCK Global Kedaton Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Non Building Construction
"",,,Infrastructure,,
398,LEAD,PT Logindo Samudramakmur Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,,Infrastructure,,
399,LIFE,PT Asuransi Jiwa Sinarmas MSIG Tbk.,Insurance,Finance,Insurance
400,LINK,PT Link Net Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
401,LION,PT Lion Metal Works Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
402,LMAS,PT Limas Indonesia Makmur Tbk.,General,"Trade, Services & Investment",Computer And Services
403,LMPI,PT Langgeng Makmur Industri Tbk.,General,Consumer Goods Industry,Houseware
404,LMSH,PT Lionmesh Prima Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
405,LPCK,PT Lippo Cikarang Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
406,LPGI,PT Lippo General Insurance Tbk.,Insurance,Finance,Insurance
407,LPIN,PT Multi Prima Sejahtera Tbk.,General,Miscellaneous Industry,Automotive And Components
408,LPKR,PT Lippo Karawaci Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
409,LPLI,PT Star Pacific Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
410,LPPF,PT Matahari Department Store Tbk.,General,"Trade, Services & Investment",Retail Trade
411,LPPI,PT Lontar Papyrus Pulp & Paper,General,Basic Industry And Chemicals,Pulp & Paper
"",,Industry,,,
412,LPPS,PT Lippo Securities Tbk.,Securities,Finance,Others
413,LRNA,PT Eka Sari Lorena Transport Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,,Infrastructure,,
414,LSIP,PT PP London Sumatra Indonesia Tbk.,General,Agriculture,Plantation
415,LTLS,PT Lautan Luas Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
416,LUCK,PT Sentral Mitra Informatika Tbk.,General,"Trade, Services & Investment",Computer And Services
417,MABA,PT Marga Abhinaya Abadi Tbk.,General,"Property, Real Estate And Building Construction",Property And Real Estate
418,MAGP,PT Multi Agro Gemilang Plantation,General,Agriculture,Plantation
"",,Tbk.,,,
419,MAIN,PT Malindo Feedmill Tbk.,General,Basic Industry And Chemicals,Animal Feed
420,MAMI,PT Mas Murni Indonesia Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
421,MAPA,PT MAP Aktif Adiperkasa Tbk.,General,"Trade, Services & Investment",Retail Trade
422,MAPB,PT MAP Boga Adiperkasa Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
423,MAPI,PT Mitra Adiperkasa Tbk.,General,"Trade, Services & Investment",Retail Trade
424,MARI,PT Mahaka Radio Integra Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
425,MARK,PT Mark Dynamics Tbk.,General,Basic Industry And Chemicals,"Ceramics, Glass, Porcelain"
426,MASA,PT Multistrada Arah Sarana Tbk.,General,Miscellaneous Industry,Automotive And Components
427,MAYA,PT Bank Mayapada Internasional Tbk.,Financial and Sharia,Finance,Bank
428,MBAP,PT Mitrabara Adiperdana Tbk.,General,Mining,Coal Mining
429,MBSS,PT Mitrabahtera Segara Sejati Tbk.,General,"Infrastructure, Utilities  And Transportation",Transportation
430,MBTO,PT Martina Berto Tbk.,General,Consumer Goods Industry,Cosmetics And Household
431,MCAS,PT M Cash Integrasi  Tbk.,General,"Trade, Services & Investment",Retail Trade
432,MCOR,PT Bank China Construction Bank,Financial and Sharia,Finance,Bank
"",,Indonesia Tbk.,,,
433,MDIA,PT Intermedia Capital Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
434,MDKA,PT Merdeka Copper Gold Tbk.,General,Mining,Metal And Mineral Mining
435,MDKI,PT Emdeki Utama Tbk.,General,Basic Industry And Chemicals,Chemicals
436,MDLN,PT Modernland Realty Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
437,MDRN,PT Modern Internasional Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
438,MEDC,PT Medco Energi Internasional Tbk.,General,Mining,Crude Petroleum & Natural Gas Production
439,MEDP,PT Medco Power Indonesia,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Energy
"",,,Infrastructure,,
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
440,MEGA,PT Bank Mega Tbk.,Financial and Sharia,Finance,Bank
441,MERK,PT Merck Tbk.,General,Consumer Goods Industry,Pharmaceuticals
442,META,PT Nusantara Infrastructure Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation","Toll Road, Airport, Harbor And Allied Products"
"",,,Infrastructure,,
443,MFIN,PT Mandala Multifinance Tbk.,Financial and Sharia,Finance,Financial Institution
444,MFMI,PT Multifiling Mitra Indonesia Tbk.,General,"Trade, Services & Investment",Others
445,MGNA,PT Magna Investama Mandiri Tbk.,Financing,Consumer Goods Industry,Food And Beverages
446,MGRO,PT Mahkota Group Tbk.,General,Agriculture,Plantation
447,MICE,PT Multi Indocitra Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
448,MIDI,PT Midi Utama Indonesia Tbk.,General,"Trade, Services & Investment",Retail Trade
449,MIKA,PT Mitra Keluarga Karyasehat Tbk.,General,"Trade, Services & Investment",Healthcare
450,MINA,PT Sanurhasta Mitra Tbk.,Property,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
451,MIRA,PT Mitra International Resources Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Transportation
"",,,Infrastructure,,
452,MITI,PT Mitra Investindo Tbk.,General,Mining,Crude Petroleum & Natural Gas Production
453,MKNT,PT Mitra Komunikasi Nusantara Tbk.,General,"Trade, Services & Investment",Retail Trade
454,MKPI,PT Metropolitan Kentjana Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
455,MLBI,PT Multi Bintang Indonesia Tbk.,General,Consumer Goods Industry,Food And Beverages
456,MLIA,PT Mulia Industrindo Tbk.,General,Basic Industry And Chemicals,"Ceramics, Glass, Porcelain"
457,MLJK,PT Marga Lingkar Jakarta Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation","Toll Road, Airport, Harbor And Allied Products"
"",,,Infrastructure,,
458,MLPL,PT Multipolar Tbk.,General,"Trade, Services & Investment",Investment Company
459,MLPT,PT Multipolar Technology Tbk.,General,"Trade, Services & Investment",Computer And Services
460,MMLP,PT Mega Manunggal Property Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
461,MNCN,PT Media Nusantara Citra Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
462,MOLI,PT Madusari Murni Indah Tbk.,General,Basic Industry And Chemicals,Chemicals
463,MORA,PT Mora Telematika Indonesia,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Telecommunication
"",,,Infrastructure,,
464,MPMF,PT Mitra Pinasthika Mustika Finance,Financing,Finance,Financial Institution
465,MPMX,PT Mitra Pinasthika Mustika Tbk.,General,"Trade, Services & Investment",Wholesale (Durable & Non-Durable Goods)
466,MPOW,PT Megapower Makmur Tbk.,General,"Infrastructure, Utilities  And Transportation",Energy
467,MPPA,PT Matahari Putra Prima Tbk.,General,"Trade, Services & Investment",Retail Trade
468,MPRO,PT Maha Properti Indonesia Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
469,MRAT,PT Mustika Ratu Tbk.,General,Consumer Goods Industry,Cosmetics And Household
470,MREI,PT Maskapai Reasuransi Indonesia,Insurance,Finance,Insurance
No,Kode,Nama Perusahaan,Entry Point,Sektor,Subsektor
"",,Tbk.,,,
471,MSIN,PT MNC Studios International Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
472,MSKY,PT MNC Sky Vision Tbk.,General,"Trade, Services & Investment","Advertising, Printing And Media"
473,MTDL,PT Metrodata Electronics Tbk.,General,"Trade, Services & Investment",Computer And Services
474,MTFN,PT Capitalinc Investment Tbk.,General,Mining,Crude Petroleum & Natural Gas Production
475,MTLA,PT Metropolitan Land Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
476,MTPS,PT Meta Epsi Tbk.,Infrastruktur /,"Infrastructure, Utilities  And Transportation",Non Building Construction
"",,,Infrastructure,,
477,MTRA,PT Mitra Pemuda Tbk.,Property,"Property, Real Estate And Building Construction",Building Construction
478,MTSM,PT Metro Realty Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
479,MTWI,PT Malacca Trust Wuwungan,Insurance,Finance,Insurance
"",,Insurance Tbk.,,,
480,MYOH,PT Samindo Resources Tbk.,General,Mining,Coal Mining
481,MYOR,PT Mayora Indah Tbk.,General,Consumer Goods Industry,Food And Beverages
482,MYRX,PT Hanson International Tbk.,General,"Property, Real Estate And Building Construction",Property And Real Estate
483,MYTX,PT Asia Pacific Investama Tbk.,General,Miscellaneous Industry,"Textile, Garment"
484,NASA,PT Ayana Land International Tbk.,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
485,NATO,PT Nusantara Properti Internasional,General,"Trade, Services & Investment","Tourism, Restaurant And  Hotel"
"",,Tbk.,,,
486,NELY,PT Pelayaran Nelly Dwi Putri Tbk.,General,"Infrastructure, Utilities  And Transportation",Transportation
487,NFCX,PT NFC Indonesia Tbk.,General,"Trade, Services & Investment",Retail Trade
488,NICK,PT Charnic Capital Tbk.,Property,"Trade, Services & Investment",Investment Company
489,NIKL,PT Pelat Timah Nusantara Tbk.,General,Basic Industry And Chemicals,Metal And Allied Products
490,NIPS,PT Nipress Tbk.,General,Miscellaneous Industry,Automotive And Components
491,NIRO,PT City Retail Developments Tbk.,Property,"Property, Real Estate And Building Construction",Property And Real Estate
